park_name,scientific_name,category,common_names,conservation_status,observations
Bryce,Arabis lemmonii var. lemmonii,Vascular Plant,Lemmon's Rockcress,Least concern,68
Bryce,Arabis lyallii var. lyallii,Vascular Plant,Lyall's Rockcress,Least concern,61
Bryce,Arabis lyallii var. nubigena,Vascular Plant,Lyall's Rockcress,Least concern,109
Bryce,Arabis lyrata,Vascular Plant,Lyre-Leaf Rockcress,Least concern,81
Bryce,Arabis patens,Vascular Plant,Spreading Rockcress,Least concern,117
Bryce,Arabis platysperma var. howellii,Vascular Plant,Howell's Pioneer Rockcress,Least concern,95
Bryce,Arabis platysperma var. platysperma,Vascular Plant,Pioneer Rockcress,Least concern,84
Bryce,Arabis rectissima var. rectissima,Vascular Plant,Bristlyleaf Rockcress,Least concern,73
Bryce,Arabis repanda var. greenei,Vascular Plant,Greene's Rockcress,Least concern,132
Bryce,Arabis repanda var. repanda,Vascular Plant,Yosemite Rockcress,Least concern,89
Bryce,Arabis sparsiflora var. arcuata,Vascular Plant,Elegant Rockcress,Least concern,95
Bryce,Aralia californica,Vascular Plant,California Spikenard,Least concern,44
Bryce,Aralia nudicaulis,Vascular Plant,Wild Sarsaparilla,Least concern,102
Bryce,Aralia racemosa,Vascular Plant,American Spikenard,Least concern,120
Bryce,Aralia spinosa,Vascular Plant,Devil's Walking Stick,Least concern,90
Bryce,Arceuthobium abietinum,Vascular Plant,Fir Dwarf Mistletoe,Least concern,120
Bryce,Arceuthobium americanum,Vascular Plant,American Dwarf Mistletoe,Least concern,96
Bryce,Arceuthobium californicum,Vascular Plant,Sugar Pine Dwarf Mistletoe,Least concern,121
Bryce,Arceuthobium campylopodum,Vascular Plant,Western Dwarf Mistletoe,Least concern,106
Bryce,Arceuthobium cyanocarpum,Vascular Plant,Limber Pine Dwarf Mistletoe,Least concern,126
Bryce,Arceuthobium occidentale,Vascular Plant,Digger Pine Dwarf Mistletoe,Least concern,136
Bryce,Archilochus alexandri,Bird,Black-Chinned Hummingbird,Least concern,70
Bryce,Archilochus colubris,Bird,Ruby-Throated Hummingbird,Least concern,143
Bryce,Arctium lappa,Vascular Plant,Great Burdock,Least concern,85
Bryce,Arctium minus,Vascular Plant,Lesser Burdock,Least concern,208
Bryce,Arctoa fulvella,Nonvascular Plant,Arctoa Moss,Least concern,131
Bryce,Arctostaphylos nevadensis,Vascular Plant,Pinemat Manzanita,Least concern,92
Bryce,Arctostaphylos uva-ursi,Vascular Plant,Bearberry,Least concern,123
Bryce,Arctostaphylos viscida ssp. mariposa,Vascular Plant,Mariposa Manzanita,Least concern,109
Bryce,Arctostaphylos viscida ssp. viscida,Vascular Plant,Sticky Whiteleaf Manzanita,Least concern,116
Bryce,Ardea alba,Bird,Great Egret,Least concern,67
Bryce,Ardea albus,Bird,Great Egret,Least concern,129
Bryce,Ardea herodias,Bird,Great Blue Heron,Species of Concern,100
Bryce,Arenaria aculeata,Vascular Plant,Prickly Sandwort,Least concern,121
Bryce,Arenaria congesta var. subcongesta,Vascular Plant,Ballhead Sandwort,Least concern,103
Bryce,Arenaria congesta var. suffrutescens,Vascular Plant,Suffrutescent Sandwort,Least concern,83
Bryce,Arenaria interpres,Bird,Ruddy Turnstone,Least concern,94
Bryce,Arenaria serpyllifolia,Vascular Plant,Thyme-Leaf Sandwort,Least concern,133
Bryce,Argentina anserina,Vascular Plant,Silverweed,Least concern,100
Bryce,Arisaema dracontium,Vascular Plant,Green Dragon,Least concern,94
Bryce,Arisaema triphyllum ssp. quinatum,Vascular Plant,Jack In The Pulpit,Least concern,115
Bryce,Arisaema triphyllum ssp. triphyllum,Vascular Plant,Jack In The Pulpit,Least concern,77
Bryce,Aristida dichotoma var. dichotoma,Vascular Plant,Churchmouse Threeawn,Least concern,98
Bryce,Aristida divaricata,Vascular Plant,Poverty Threeawn,Least concern,111
Bryce,Aristida oligantha,Vascular Plant,Prairie Threeawn,Least concern,123
Bryce,Aristida purpurascens,Vascular Plant,Purple Triple-Awned Grass,Least concern,65
Bryce,Aristida purpurea var. longiseta,Vascular Plant,Fendler Threeawn,Least concern,127
Bryce,Aristolochia macrophylla,Vascular Plant,Dutchman's Pipe,Least concern,125
Bryce,Aristolochia serpentaria,Vascular Plant,Snakeroot,Least concern,82
Bryce,Arnica amplexicaulis,Vascular Plant,Clasping Arnica,Least concern,95
Bryce,Arnica chamissonis ssp. foliosa,Vascular Plant,Chamisso Arnica,Least concern,148
Bryce,Arnica cordifolia,Vascular Plant,Heartleaf Arnica,Least concern,68
Bryce,Arnica discoidea,Vascular Plant,Rayless Arnica,Least concern,121
Bryce,Arnica fulgens,Vascular Plant,Foothill Arnica,Least concern,61
Bryce,Arnica latifolia,Vascular Plant,Broadleaf Arnica,Least concern,109
Bryce,Arnica longifolia,Vascular Plant,Longleaf Arnica,Least concern,90
Bryce,Arnica mollis,Vascular Plant,Hairy Arnica,Least concern,115
Bryce,Arnica nevadensis,Vascular Plant,Nevada Arnica,Least concern,90
Bryce,Arnica parryi,Vascular Plant,Nodding Arnica,Least concern,106
Bryce,Arnica parryi ssp. sonnei,Vascular Plant,Sonne's Arnica,Least concern,92
Bryce,Arnica rydbergii,Vascular Plant,Rydberg's Arnica,Least concern,129
Bryce,Arnica sororia,Vascular Plant,Twin Arnica,Least concern,88
Bryce,Arnoglossum atriplicifolium,Vascular Plant,Armoglossum,Least concern,88
Bryce,Arnoglossum muehlenbergii,Vascular Plant,Great Indian-Plantain,Least concern,74
Bryce,Aronia X prunifolia,Vascular Plant,Purple Chokeberry Hybrid,Least concern,100
Bryce,Aronia arbutifolia,Vascular Plant,Hairy Chokeberry,Least concern,110
Bryce,Aronia melanocarpa,Vascular Plant,Black Chokeberry,Least concern,119
Bryce,Arrhenatherum elatius,Vascular Plant,Tall Oatgrass,Least concern,90
Bryce,Arrhenatherum elatius var. elatius,Vascular Plant,Tall Oatgrass,Least concern,115
Bryce,Artemisia abrotanum,Vascular Plant,Southernwood,Least concern,113
Bryce,Artemisia absinthium,Vascular Plant,Absinth Sagewort,Least concern,89
Bryce,Artemisia arbuscula ssp. arbuscula,Vascular Plant,Gray Low Sagebrush,Least concern,110
Bryce,Artemisia biennis var. biennis,Vascular Plant,Biennial Wormwood,Least concern,50
Bryce,Artemisia cana ssp. bolanderi,Vascular Plant,Bolander's Silver Sagebrush,Least concern,144
Bryce,Artemisia douglasiana,Vascular Plant,Douglas' Mugwort,Least concern,85
Bryce,Artemisia dracunculus,Vascular Plant,False Tarragon,Least concern,101
Bryce,Artemisia frigida,Vascular Plant,Fringed Sagebrush,Least concern,105
Bryce,Artemisia ludoviciana ssp. incompta,Vascular Plant,Columbia River Wormwood,Least concern,97
Bryce,Artemisia ludoviciana ssp. mexicana,Vascular Plant,White Sage,Least concern,74
Bryce,Artemisia michauxiana,Vascular Plant,Michaux's Sagebrush,Least concern,116
Bryce,Artemisia norvegica ssp. saxatilis,Vascular Plant,Boreal Sagebrush,Least concern,121
Bryce,Artemisia nova,Vascular Plant,Black Sagebrush,Least concern,60
Bryce,Artemisia rothrockii,Vascular Plant,Timberline Sagebrush,Least concern,88
Bryce,Artemisia scopulorum,Vascular Plant,Alpine Sagebrush,Least concern,100
Bryce,Artemisia spiciformis,Vascular Plant,Big Sagebrush,Least concern,96
Bryce,Artemisia tridentata ssp. tridentata,Vascular Plant,Basin Big Sagebrush,Least concern,93
Bryce,Artemisia tridentata ssp. vaseyana,Vascular Plant,Big Sagebrush,Least concern,104
Bryce,Artemisia tridentata var. tridentata,Vascular Plant,Basin Sagebrush,Least concern,88
Bryce,Artemisia vulgaris,Vascular Plant,Common Mugwort,Least concern,122
Bryce,Artemisiospiza belli,Bird,Sage Sparrow,Least concern,96
Bryce,Artemisiospiza nevadensis,Bird,Sagebrush Sparrow,Least concern,104
Bryce,Arthraxon hispidus,Vascular Plant,Arthraxon Grass,Least concern,88
Bryce,Aruncus dioicus,Vascular Plant,Common Goatsbeard,Least concern,116
Bryce,Arundinaria gigantea ssp. gigantea,Vascular Plant,Giant Cane,Least concern,84
Bryce,Arundo donax,Vascular Plant,Giantreed,Least concern,60
Bryce,Asarum canadense,Vascular Plant,Wild Ginger,Least concern,102
Bryce,Asarum hartwegii,Vascular Plant,Hartweg's Wildginger,Least concern,78
Bryce,Asarum lemmonii,Vascular Plant,Lemmon's Wildginger,Least concern,80
Bryce,Asclepias amplexicaulis,Vascular Plant,Blunt-Leaved Milkweed,Least concern,80
Bryce,Asclepias californica,Vascular Plant,California Milkweed,Least concern,139
Bryce,Asclepias cordifolia,Vascular Plant,Heartleaf Milkweed,Least concern,86
Bryce,Asclepias exaltata,Vascular Plant,Poke Milkweed,Least concern,83
Bryce,Asclepias fascicularis,Vascular Plant,Mexican Whorled Milkweed,Least concern,104
Bryce,Asclepias incarnata ssp. incarnata,Vascular Plant,Swamp Milkweed,Least concern,111
Bryce,Asclepias incarnata ssp. pulchra,Vascular Plant,Swamp Milkweed,Least concern,87
Bryce,Asclepias quadrifolia,Vascular Plant,Four-Leaved Milkweed,Least concern,81
Bryce,Asclepias speciosa,Vascular Plant,Showy Milkweed,Least concern,93
Bryce,Asclepias syriaca,Vascular Plant,Common Milkweed,Least concern,106
Bryce,Asclepias tuberosa,Vascular Plant,Butterfly-Weed,Least concern,102
Bryce,Asclepias variegata,Vascular Plant,White Milkweed,Least concern,91
Bryce,Asclepias verticillata,Vascular Plant,Whorled Milkweed,Least concern,109
Bryce,Asimina triloba,Vascular Plant,Pawpaw,Least concern,92
Bryce,Asio flammeus,Bird,Short-Eared Owl,Species of Concern,82
Bryce,Asio otus,Bird,Long-Eared Owl,Species of Concern,94
Bryce,Asparagus officinalis,Vascular Plant,Garden Asparagus-Fern,Least concern,202
Bryce,Asperugo procumbens,Vascular Plant,German Mugwort,Least concern,119
Bryce,Aspidoscelis tigris munda,Reptile,California,Least concern,83
Bryce,Aspidotis californica,Vascular Plant,California Lacefern,Least concern,98
Bryce,Aspidotis densa,Vascular Plant,Indian's Dream,Least concern,133
Bryce,Asplenium montanum,Vascular Plant,Mountain Spleenwort,Least concern,63
Bryce,Asplenium pinnatifidum,Vascular Plant,Lobed Spleenwort,Least concern,80
Bryce,Asplenium platyneuron,Vascular Plant,Ebony Spleenwort,Least concern,100
Bryce,Asplenium resiliens,Vascular Plant,Black-Stem Spleenwort,Least concern,85
Bryce,Asplenium rhizophyllum,Vascular Plant,Walking Fern,Least concern,104
Bryce,Asplenium ruta-muraria,Vascular Plant,Wall-Rue,Least concern,99
Bryce,Asplenium trichomanes ssp. trichomanes,Vascular Plant,Maidenhair Spleenwort,Least concern,98
Bryce,Aster ascendens,Vascular Plant,Chile Aster,Least concern,74
Bryce,Aster eatonii,Vascular Plant,Eaton's Aster,Least concern,89
Bryce,Aster foliaceus var. parryi,Vascular Plant,Parry's Aster,Least concern,82
Bryce,Aster integrifolius,Vascular Plant,Thickstem Aster,Least concern,99
Bryce,Aster occidentalis var. occidentalis,Vascular Plant,Western Aster,Least concern,83
Bryce,Aster occidentalis var. yosemitanus,Vascular Plant,Yosemite Aster,Least concern,56
Bryce,Aster patens var. patens,Vascular Plant,Late Purple Aster,Least concern,104
Bryce,Aster retroflexus,Vascular Plant,Curtis Aster,Least concern,102
Bryce,Aster tataricus,Vascular Plant,Tartar Aster,Least concern,88
Bryce,Astilbe biternata,Vascular Plant,False Goat's Beard,Least concern,119
Bryce,Astomum muehlenbergianum,Nonvascular Plant,Muehlenberg's Astomum Moss,Least concern,109
Bryce,Astragalus agrestis,Vascular Plant,Cock's-Head,Least concern,93
Bryce,Astragalus alpinus,Vascular Plant,Alpine Milkvetch,Least concern,99
Bryce,Astragalus americanus,Vascular Plant,American Milkvetch,Least concern,107
Bryce,Astragalus australis var. glabriusculus,Vascular Plant,Aboriginal Milkvetch,Least concern,115
Bryce,Astragalus bolanderi,Vascular Plant,Bolander's Milkvetch,Least concern,106
Bryce,Astragalus canadensis,Vascular Plant,Milk Vetch,Least concern,87
Bryce,Astragalus canadensis var. brevidens,Vascular Plant,Shorttooth Canadian Milkvetch,Least concern,106
Bryce,Astragalus cibarius,Vascular Plant,Browse Milkvetch,Least concern,85
Bryce,Astragalus cicer,Vascular Plant,Chickpea Milkvetch,Least concern,119
Bryce,Astragalus congdonii,Vascular Plant,Congdon's Milkvetch,Least concern,121
Bryce,Astragalus crassicarpus var. paysonii,Vascular Plant,Groundplum Milkvetch,Least concern,85
Bryce,Astragalus drummondii,Vascular Plant,Drummond Milkvetch,Least concern,74
Bryce,Astragalus gilviflorus var. gilviflorus,Vascular Plant,Plains Milkvetch,Least concern,103
Bryce,Astragalus inflexus,Vascular Plant,Bent Milkvetch,Least concern,116
Bryce,Astragalus kentrophyta var. danaus,Vascular Plant,Spiny Milkvetch,Least concern,108
Bryce,Astragalus kentrophyta var. tegetarius,Vascular Plant,Mat Milkvetch,Least concern,72
Bryce,Astragalus laxmannii var. robustior,Vascular Plant,Prairie Milkvetch,Least concern,124
Bryce,Astragalus lentiginosus var. ineptus,Vascular Plant,Freckled Milkvetch,Least concern,133
Bryce,Astragalus lotiflorus,Vascular Plant,Lotus Milkvetch,Least concern,56
Bryce,Astragalus miser var. hylophilus,Vascular Plant,Woody Milkvetch,Least concern,82
Bryce,Astragalus miser var. praeteritus,Vascular Plant,Yellowstone Milkvetch,Least concern,109
Bryce,Astragalus missouriensis,Vascular Plant,Missouri Milkvetch,Least concern,95
Bryce,Astragalus purshii var. lectulus,Vascular Plant,Sierran Milkvetch,Least concern,111
Bryce,Astragalus purshii var. purshii,Vascular Plant,Pursh's Milkvetch,Least concern,115
Bryce,Astragalus vexilliflexus var. vexilliflexus,Vascular Plant,Bentflower Milkvetch,Least concern,95
Bryce,Astragalus whitneyi var. whitneyi,Vascular Plant,Balloonpod Milkvetch,Least concern,105
Bryce,Athene cunicularia,Bird,Burrowing Owl,Least concern,110
Bryce,Athyrium alpestre var. americanum,Vascular Plant,Alpine Ladyfern,Least concern,106
Bryce,Athyrium filix-femina,Vascular Plant,Common Ladyfern,Least concern,84
Bryce,Athyrium filix-femina ssp. asplenioides,Vascular Plant,Southern Lady Fern,Least concern,84
Bryce,Athyrium filix-femina var. cyclosorum,Vascular Plant,Subarctic Ladyfern,Least concern,89
Bryce,Athysanus pusillus,Vascular Plant,Common Sandweed,Least concern,139
Bryce,Atrichum altecristatum,Nonvascular Plant,Atrichum Moss,Least concern,102
Bryce,Atrichum angustatum,Nonvascular Plant,Atrichum Moss,Least concern,124
Bryce,Atrichum crispum,Nonvascular Plant,Atrichum Moss,Least concern,138
Bryce,Atrichum oerstedianum,Nonvascular Plant,Oersted's Atrichum Moss,Least concern,105
Bryce,Atrichum undulatum,Nonvascular Plant,Undulate Atrichum Moss,Least concern,76
Bryce,Atriplex argentea,Vascular Plant,Silverscale,Least concern,83
Bryce,Atriplex canescens var. canescens,Vascular Plant,Fourwing Saltbush,Least concern,67
Bryce,Atriplex hortensis,Vascular Plant,Armuelle Mole,Least concern,111
Bryce,Atriplex patula,Vascular Plant,Halberd-Leaf Orache,Least concern,91
Bryce,Atriplex rosea,Vascular Plant,Redscale Saltbush,Least concern,129
Bryce,Atriplex subspicata,Vascular Plant,Halberdleaf Orach,Least concern,107
Bryce,Aulacomnium heterostichum,Nonvascular Plant,Aulacomnium Moss,Least concern,91
Bryce,Aulacomnium palustre,Nonvascular Plant,Aulacomnium Moss,Least concern,87
Bryce,Aureolaria flava,Vascular Plant,Yellow False-Foxglove,Least concern,82
Bryce,Aureolaria laevigata,Vascular Plant,Downy Yellow Foxglove,Least concern,63
Bryce,Aureolaria pectinata,Vascular Plant,Comb-Leaf Oakleach,Least concern,105
Bryce,Aureolaria pedicularia,Vascular Plant,Fernleaf Yellow False Foxglove,Least concern,95
Bryce,Aureolaria virginica,Vascular Plant,Downy False-Foxglove,Least concern,72
Bryce,Avena barbata,Vascular Plant,Slender Oat,Least concern,68
Bryce,Avena fatua,Vascular Plant,Flaxgrass,Least concern,129
Bryce,Avena sativa,Vascular Plant,Cultivated Oat,Least concern,303
Bryce,Aythya affinis,Bird,Lesser Scaup,Species of Concern,98
Bryce,Aythya americana,Bird,Redhead,Least concern,108
Bryce,Aythya collaris,Bird,Ring-Necked Duck,Least concern,125
Bryce,Aythya marila,Bird,Greater Scaup,Least concern,91
Bryce,Aythya valisineria,Bird,Canvasback,Least concern,106
Bryce,Baccharis pilularis,Vascular Plant,Coyotebrush,Least concern,70
Bryce,Baeolophus bicolor,Bird,Tufted Titmouse,Least concern,92
Bryce,Baeolophus inornatus,Bird,Oak Titmouse,Least concern,97
Bryce,Balsamorhiza deltoidea,Vascular Plant,Deltoid Balsamroot,Least concern,133
Bryce,Balsamorhiza macrolepis,Vascular Plant,California Balsamroot,Least concern,79
Bryce,Balsamorhiza sagittata,Vascular Plant,Arrowleaf Balsamroot,Least concern,76
Bryce,Baptisia tinctoria,Vascular Plant,Wild Indigo,Least concern,97
Bryce,Barbarea orthoceras,Vascular Plant,American Yellowrocket,Least concern,106
Bryce,Barbarea verna,Vascular Plant,Early Watercress,Least concern,114
Bryce,Barbarea vulgaris,Vascular Plant,Wintercress,Least concern,186
Bryce,Barbilophozia attenuata,Nonvascular Plant,Attenuate Barbilophozia,Least concern,112
Bryce,Barbula convoluta,Nonvascular Plant,Convoluted Barbula Moss,Least concern,111
Bryce,Barbula unguiculata,Nonvascular Plant,Barbula Moss,Least concern,113
Bryce,Bartonia paniculata,Vascular Plant,Twining Screwstem,Least concern,84
Bryce,Bartonia paniculata ssp. paniculata,Vascular Plant,Twining Screwstem,Least concern,115
Bryce,Bartonia virginica,Vascular Plant,Bartonia,Least concern,77
Bryce,Bartramia longicauda,Bird,Upland Sandpiper,Species of Concern,102
Bryce,Bartramia pomiformis,Nonvascular Plant,Bartramia Moss,Least concern,93
Bryce,Bassariscus astutus,Mammal,Ringtail,Species of Concern,96
Bryce,Bassia hyssopifolia,Vascular Plant,Fivehook Bassia,Least concern,99
Bryce,Batrachoseps diabolicus,Amphibian,Hell Hollow Slender Salamander,Least concern,80
Bryce,Batrachoseps gregarius,Amphibian,Gregarius Slender Salamander,Least concern,102
Bryce,Bazzania denudata,Nonvascular Plant,Bazzania,Least concern,102
Bryce,Bazzania nudicaulis,Nonvascular Plant,Bazzania,Species of Concern,135
Bryce,Bazzania tricrenata,Nonvascular Plant,Bazzania,Least concern,92
Bryce,Bazzania trilobata,Nonvascular Plant,Threelobed Bazzania,Least concern,89
Bryce,Beckmannia syzigachne,Vascular Plant,American Sloughgrass,Least concern,81
Bryce,Belamcanda chinensis,Vascular Plant,Blackberry Lily,Least concern,58
Bryce,Berberis canadensis,Vascular Plant,American Barberry,Least concern,81
Bryce,Berberis thunbergii,Vascular Plant,Japanese Barberry,Least concern,127
Bryce,Berberis vulgaris,Vascular Plant,Common Barberry,Least concern,108
Bryce,Berteroa incana,Vascular Plant,Hoary Alyssum,Least concern,105
Bryce,Besseya wyomingensis,Vascular Plant,Wyoming Besseya,Least concern,93
Bryce,Betula alleghaniensis var. alleghaniensis,Vascular Plant,Yellow Birch,Least concern,103
Bryce,Betula glandulosa,Vascular Plant,Resin Birch,Least concern,93
Bryce,Betula lenta,Vascular Plant,Black,Least concern,90
Bryce,Betula nigra,Vascular Plant,River Birch,Least concern,106
Bryce,Betula occidentalis,Vascular Plant,Water Birch,Least concern,112
Bryce,Betula papyrifera var. cordifolia,Vascular Plant,Mountain Paper Birch,Least concern,107
